user_id,product_id,event_type,created_at
1,3,ADDED_TO_CART,2026-01-01T15:20:00Z
1,8,ADDED_TO_CART,2026-01-01T15:21:00Z
1,14,ADDED_TO_CART,2026-01-01T15:22:00Z
1,16,ADDED_TO_CART,2026-01-01T15:23:00Z
1,7,ADDED_TO_CART,2026-01-01T15:24:00Z
1,22,ADDED_TO_CART,2026-01-01T15:25:00Z
1,1,ADDED_TO_CART,2026-01-01T15:26:00Z
2,5,ADDED_TO_CART,2026-01-01T15:40:00Z
2,6,ADDED_TO_CART,2026-01-01T15:41:00Z
2,20,ADDED_TO_CART,2026-01-01T15:42:00Z
2,8,ADDED_TO_CART,2026-01-01T15:43:00Z
2,14,ADDED_TO_CART,2026-01-01T15:44:00Z
2,2,ADDED_TO_CART,2026-01-01T15:45:00Z
2,1,ADDED_TO_CART,2026-01-01T15:46:00Z
3,8,ADDED_TO_CART,2026-01-01T16:00:00Z
3,18,ADDED_TO_CART,2026-01-01T16:01:00Z
3,24,ADDED_TO_CART,2026-01-01T16:02:00Z
3,11,ADDED_TO_CART,2026-01-01T16:03:00Z
3,3,ADDED_TO_CART,2026-01-01T16:04:00Z
3,13,ADDED_TO_CART,2026-01-01T16:05:00Z
3,19,ADDED_TO_CART,2026-01-01T16:06:00Z
4,1,ADDED_TO_CART,2026-01-01T16:20:00Z
4,20,ADDED_TO_CART,2026-01-01T16:21:00Z
4,2,ADDED_TO_CART,2026-01-01T16:22:00Z
4,4,ADDED_TO_CART,2026-01-01T16:23:00Z
4,7,ADDED_TO_CART,2026-01-01T16:24:00Z
4,6,ADDED_TO_CART,2026-01-01T16:25:00Z
4,5,ADDED_TO_CART,2026-01-01T16:26:00Z
5,14,ADDED_TO_CART,2026-01-01T16:40:00Z
5,16,ADDED_TO_CART,2026-01-01T16:41:00Z
5,5,ADDED_TO_CART,2026-01-01T16:42:00Z
5,1,ADDED_TO_CART,2026-01-01T16:43:00Z
5,8,ADDED_TO_CART,2026-01-01T16:44:00Z
5,18,ADDED_TO_CART,2026-01-01T16:45:00Z
5,9,ADDED_TO_CART,2026-01-01T16:46:00Z
6,15,ADDED_TO_CART,2026-01-01T17:00:00Z
6,6,ADDED_TO_CART,2026-01-01T17:01:00Z
6,10,ADDED_TO_CART,2026-01-01T17:02:00Z
6,22,ADDED_TO_CART,2026-01-01T17:03:00Z
6,21,ADDED_TO_CART,2026-01-01T17:04:00Z
6,7,ADDED_TO_CART,2026-01-01T17:05:00Z
6,24,ADDED_TO_CART,2026-01-01T17:06:00Z
7,11,ADDED_TO_CART,2026-01-01T17:20:00Z
7,12,ADDED_TO_CART,2026-01-01T17:21:00Z
7,24,ADDED_TO_CART,2026-01-01T17:22:00Z
7,13,ADDED_TO_CART,2026-01-01T17:23:00Z
7,23,ADDED_TO_CART,2026-01-01T17:24:00Z
7,5,ADDED_TO_CART,2026-01-01T17:25:00Z
7,7,ADDED_TO_CART,2026-01-01T17:26:00Z
8,14,ADDED_TO_CART,2026-01-01T17:40:00Z
8,16,ADDED_TO_CART,2026-01-01T17:41:00Z
8,17,ADDED_TO_CART,2026-01-01T17:42:00Z
8,3,ADDED_TO_CART,2026-01-01T17:43:00Z
8,23,ADDED_TO_CART,2026-01-01T17:44:00Z
8,8,ADDED_TO_CART,2026-01-01T17:45:00Z
8,15,ADDED_TO_CART,2026-01-01T17:46:00Z
9,9,ADDED_TO_CART,2026-01-01T18:00:00Z
9,10,ADDED_TO_CART,2026-01-01T18:01:00Z
9,1,ADDED_TO_CART,2026-01-01T18:02:00Z
9,14,ADDED_TO_CART,2026-01-01T18:03:00Z
9,2,ADDED_TO_CART,2026-01-01T18:04:00Z
9,18,ADDED_TO_CART,2026-01-01T18:05:00Z
9,8,ADDED_TO_CART,2026-01-01T18:06:00Z
10,1,ADDED_TO_CART,2026-01-01T18:20:00Z
10,7,ADDED_TO_CART,2026-01-01T18:21:00Z
10,11,ADDED_TO_CART,2026-01-01T18:22:00Z
10,24,ADDED_TO_CART,2026-01-01T18:23:00Z
10,20,ADDED_TO_CART,2026-01-01T18:24:00Z
10,5,ADDED_TO_CART,2026-01-01T18:25:00Z
10,6,ADDED_TO_CART,2026-01-01T18:26:00Z
11,16,ADDED_TO_CART,2026-01-01T18:40:00Z
11,7,ADDED_TO_CART,2026-01-01T18:41:00Z
11,22,ADDED_TO_CART,2026-01-01T18:42:00Z
11,1,ADDED_TO_CART,2026-01-01T18:43:00Z
11,3,ADDED_TO_CART,2026-01-01T18:44:00Z
11,8,ADDED_TO_CART,2026-01-01T18:45:00Z
11,14,ADDED_TO_CART,2026-01-01T18:46:00Z
12,8,ADDED_TO_CART,2026-01-01T19:00:00Z
12,14,ADDED_TO_CART,2026-01-01T19:01:00Z
12,2,ADDED_TO_CART,2026-01-01T19:02:00Z
12,1,ADDED_TO_CART,2026-01-01T19:03:00Z
12,5,ADDED_TO_CART,2026-01-01T19:04:00Z
12,6,ADDED_TO_CART,2026-01-01T19:05:00Z
12,20,ADDED_TO_CART,2026-01-01T19:06:00Z
13,11,ADDED_TO_CART,2026-01-01T19:20:00Z
13,3,ADDED_TO_CART,2026-01-01T19:21:00Z
13,13,ADDED_TO_CART,2026-01-01T19:22:00Z
13,19,ADDED_TO_CART,2026-01-01T19:23:00Z
13,8,ADDED_TO_CART,2026-01-01T19:24:00Z
13,18,ADDED_TO_CART,2026-01-01T19:25:00Z
13,24,ADDED_TO_CART,2026-01-01T19:26:00Z
14,4,ADDED_TO_CART,2026-01-01T19:40:00Z
14,7,ADDED_TO_CART,2026-01-01T19:41:00Z
14,6,ADDED_TO_CART,2026-01-01T19:42:00Z
14,5,ADDED_TO_CART,2026-01-01T19:43:00Z
14,1,ADDED_TO_CART,2026-01-01T19:44:00Z
14,20,ADDED_TO_CART,2026-01-01T19:45:00Z
14,2,ADDED_TO_CART,2026-01-01T19:46:00Z
15,1,ADDED_TO_CART,2026-01-01T20:00:00Z
15,8,ADDED_TO_CART,2026-01-01T20:01:00Z
15,18,ADDED_TO_CART,2026-01-01T20:02:00Z
15,9,ADDED_TO_CART,2026-01-01T20:03:00Z
15,14,ADDED_TO_CART,2026-01-01T20:04:00Z
15,16,ADDED_TO_CART,2026-01-01T20:05:00Z
15,5,ADDED_TO_CART,2026-01-01T20:06:00Z
16,22,ADDED_TO_CART,2026-01-01T20:20:00Z
16,21,ADDED_TO_CART,2026-01-01T20:21:00Z
16,7,ADDED_TO_CART,2026-01-01T20:22:00Z
16,24,ADDED_TO_CART,2026-01-01T20:23:00Z
16,15,ADDED_TO_CART,2026-01-01T20:24:00Z
16,6,ADDED_TO_CART,2026-01-01T20:25:00Z
16,10,ADDED_TO_CART,2026-01-01T20:26:00Z
17,13,ADDED_TO_CART,2026-01-01T20:40:00Z
17,23,ADDED_TO_CART,2026-01-01T20:41:00Z
17,5,ADDED_TO_CART,2026-01-01T20:42:00Z
17,7,ADDED_TO_CART,2026-01-01T20:43:00Z
17,11,ADDED_TO_CART,2026-01-01T20:44:00Z
17,12,ADDED_TO_CART,2026-01-01T20:45:00Z
17,24,ADDED_TO_CART,2026-01-01T20:46:00Z
18,3,ADDED_TO_CART,2026-01-01T21:00:00Z
18,23,ADDED_TO_CART,2026-01-01T21:01:00Z
18,8,ADDED_TO_CART,2026-01-01T21:02:00Z
18,15,ADDED_TO_CART,2026-01-01T21:03:00Z
18,14,ADDED_TO_CART,2026-01-01T21:04:00Z
18,16,ADDED_TO_CART,2026-01-01T21:05:00Z
18,17,ADDED_TO_CART,2026-01-01T21:06:00Z
19,14,ADDED_TO_CART,2026-01-01T21:20:00Z
19,2,ADDED_TO_CART,2026-01-01T21:21:00Z
19,18,ADDED_TO_CART,2026-01-01T21:22:00Z
19,8,ADDED_TO_CART,2026-01-01T21:23:00Z
19,9,ADDED_TO_CART,2026-01-01T21:24:00Z
19,10,ADDED_TO_CART,2026-01-01T21:25:00Z
19,1,ADDED_TO_CART,2026-01-01T21:26:00Z
20,24,ADDED_TO_CART,2026-01-01T21:40:00Z
20,20,ADDED_TO_CART,2026-01-01T21:41:00Z
20,5,ADDED_TO_CART,2026-01-01T21:42:00Z
20,6,ADDED_TO_CART,2026-01-01T21:43:00Z
20,1,ADDED_TO_CART,2026-01-01T21:44:00Z
20,7,ADDED_TO_CART,2026-01-01T21:45:00Z
20,11,ADDED_TO_CART,2026-01-01T21:46:00Z
21,1,ADDED_TO_CART,2026-01-01T22:00:00Z
21,3,ADDED_TO_CART,2026-01-01T22:01:00Z
21,8,ADDED_TO_CART,2026-01-01T22:02:00Z
21,14,ADDED_TO_CART,2026-01-01T22:03:00Z
21,16,ADDED_TO_CART,2026-01-01T22:04:00Z
21,7,ADDED_TO_CART,2026-01-01T22:05:00Z
